"","X","work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size"
"4001",4001,2021,"EN","FT","SOC Analyst",68500,"USD",68500,"US",50,"US","M"
"4002",4002,2020,"SE","FT","Information Security Manager",150000,"CAD",111883,"CA",100,"US","L"
"4003",4003,2021,"MI","FT","Penetration Tester",115000,"USD",115000,"US",100,"US","M"
"4004",4004,2021,"MI","FT","Cyber Security Engineer",97350,"USD",97350,"US",100,"US","L"
"4005",4005,2020,"SE","FT","Information Security Analyst",94000,"USD",94000,"US",50,"US","L"
"4006",4006,2021,"EN","FT","Cyber Security Engineer",93000,"USD",93000,"US",100,"US","L"
"4007",4007,2021,"SE","FT","Information Security Analyst",130000,"USD",130000,"US",100,"US","L"
"4008",4008,2020,"SE","FT","Cloud Security Engineer",65000,"EUR",74130,"ES",50,"US","L"
"4009",4009,2021,"MI","FT","Cyber Security Architect",105000,"CHF",114839,"CH",0,"CH","L"
"4010",4010,2021,"MI","FT","Cloud Security Engineer",100000,"USD",100000,"KG",50,"RU","L"
"4011",4011,2021,"EN","FT","Cyber Security Analyst",79000,"USD",79000,"US",100,"US","L"
"4012",4012,2021,"SE","FT","Cyber Security Training Specialist",130000,"USD",130000,"US",100,"US","M"
"4013",4013,2020,"SE","FT","Cyber Security Specialist",129998,"USD",129998,"US",100,"US","M"
"4014",4014,2021,"EN","FT","Cyber Security Analyst",75000,"USD",75000,"US",100,"US","M"
"4015",4015,2021,"SE","FT","Threat Intelligence Analyst",155000,"USD",155000,"US",100,"US","S"
"4016",4016,2021,"MI","FT","Information Security Officer",40200,"EUR",47518,"DE",50,"DE","S"
"4017",4017,2021,"MI","FT","Cyber Threat Intelligence Analyst",75000,"USD",75000,"US",100,"US","L"
"4018",4018,2021,"SE","FT","Product Security Engineer",85000,"EUR",100474,"ES",100,"ES","L"
"4019",4019,2021,"SE","FT","Information Security Manager",200000,"USD",200000,"US",0,"US","M"
"4020",4020,2021,"MI","FT","Information Security Analyst",93600,"USD",93600,"US",100,"US","L"
"4021",4021,2021,"MI","FT","Chief Information Security Officer",96500,"USD",96500,"US",0,"US","L"
"4022",4022,2021,"EN","FT","Cyber Security Analyst",100000,"USD",100000,"KE",100,"KE","M"
"4023",4023,2021,"SE","FT","Cyber Security Architect",205000,"USD",205000,"US",100,"US","L"
"4024",4024,2020,"EN","FT","Security Engineer",122000,"USD",122000,"US",0,"US","L"
"4025",4025,2020,"EN","FT","Cyber Security Analyst",96000,"USD",96000,"US",50,"US","L"
"4026",4026,2021,"EN","FT","SOC Analyst",72000,"USD",72000,"US",100,"US","L"
"4027",4027,2021,"EN","FT","Cyber Security Analyst",50000,"USD",50000,"US",100,"US","L"
"4028",4028,2021,"EN","FT","IT Security Analyst",50000,"USD",50000,"US",0,"US","L"
"4029",4029,2021,"MI","FT","Cyber Security Engineer",45000,"GBP",61896,"GB",100,"GB","L"
"4030",4030,2021,"EN","FT","Cyber Security Engineer",150000,"EUR",177308,"BG",100,"GB","L"
"4031",4031,2021,"EN","FT","Penetration Tester",35000,"GBP",48141,"GB",100,"GB","M"
"4032",4032,2021,"MI","FT","IT Security Engineer",23000,"EUR",27187,"GR",0,"GR","M"
"4033",4033,2021,"SE","FT","Information Security Architect",140000,"USD",140000,"US",100,"US","L"
"4034",4034,2021,"MI","FT","Cyber Security Analyst",85000,"USD",85000,"US",100,"US","S"
"4035",4035,2021,"SE","FT","Information Security Specialist",92000,"USD",92000,"US",100,"US","L"
"4036",4036,2020,"MI","FT","DevSecOps Engineer",103000,"USD",103000,"US",50,"US","L"
"4037",4037,2021,"EN","FT","Penetration Tester",70000,"USD",70000,"IR",0,"CA","L"
"4038",4038,2021,"EN","FT","DevSecOps Engineer",27000,"EUR",31915,"EE",0,"EE","L"
"4039",4039,2021,"EN","FT","Cyber Security Analyst",65000,"USD",65000,"US",100,"US","L"
"4040",4040,2020,"SE","FT","Incident Response Manager",180000,"USD",180000,"US",50,"US","L"
"4041",4041,2021,"SE","FT","Information Security Manager",50500,"EUR",59693,"PT",50,"PT","L"
"4042",4042,2020,"MI","FT","Cyber Security Analyst",83500,"CHF",88981,"CH",100,"CH","L"
"4043",4043,2021,"SE","FT","Cyber Security Engineer",216000,"USD",216000,"US",100,"US","L"
"4044",4044,2020,"MI","FT","IT Security Analyst",90000,"USD",90000,"US",100,"US","M"
"4045",4045,2021,"SE","FT","Cyber Security Analyst",95000,"USD",95000,"US",100,"CA","L"
"4046",4046,2021,"EN","FT","Penetration Tester",70000,"USD",70000,"US",50,"US","S"
"4047",4047,2021,"SE","FT","Lead Security Engineer",150000,"USD",150000,"US",100,"US","M"
"4048",4048,2021,"SE","FT","Security Engineer",130000,"USD",130000,"US",100,"US","M"
"4049",4049,2021,"SE","FT","Cyber Security Engineer",175000,"USD",175000,"US",100,"US","L"
"4050",4050,2021,"MI","FT","Cyber Security Engineer",220000,"USD",220000,"US",50,"US","M"
"4051",4051,2021,"EN","FT","Information Security Officer",106000,"USD",106000,"US",0,"US","L"
"4052",4052,2021,"SE","FT","Incident Response Analyst",120000,"USD",120000,"US",100,"US","L"
"4053",4053,2021,"EN","FT","Cyber Security Analyst",75000,"USD",75000,"US",100,"US","L"
"4054",4054,2021,"EN","FT","Cyber Security Analyst",26100,"GBP",35899,"GB",50,"GB","L"
"4055",4055,2021,"MI","FT","Cyber Security Analyst",96000,"USD",96000,"US",50,"US","L"
"4056",4056,2021,"EN","FT","Information Security Analyst",75000,"USD",75000,"US",50,"US","L"
"4057",4057,2021,"EN","FT","Cyber Security Analyst",75000,"EUR",88654,"NL",100,"NL","L"
"4058",4058,2021,"SE","FT","Information Security Manager",3200000,"INR",43275,"IN",0,"IN","L"
"4059",4059,2021,"MI","FT","Cyber Security Analyst",3200000,"INR",43275,"IN",0,"IN","L"
"4060",4060,2021,"EN","FT","Information Security Analyst",65000,"USD",65000,"US",100,"US","L"
"4061",4061,2020,"EN","FT","Cyber Security Engineer",80000,"USD",80000,"US",50,"US","L"
"4062",4062,2020,"MI","FT","SOC Analyst",91520,"USD",91520,"US",0,"US","L"
"4063",4063,2021,"EX","FT","Head of Security",340000,"AUD",255170,"AU",50,"AU","L"
"4064",4064,2021,"SE","FT","Security Engineering Manager",135600,"USD",135600,"US",0,"US","L"
"4065",4065,2020,"EN","FT","Cyber Security Analyst",400000,"DKK",61195,"DK",0,"DK","M"
"4066",4066,2021,"MI","FT","Information Security Analyst",53000,"USD",53000,"US",0,"US","L"
"4067",4067,2021,"MI","FT","Cyber Security Engineer",72000,"USD",72000,"US",50,"US","M"
"4068",4068,2021,"MI","FT","IT Security Engineer",169000,"USD",169000,"US",50,"US","L"
"4069",4069,2021,"MI","FT","Information Security Manager",162000,"AUD",121581,"AU",100,"AU","L"
"4070",4070,2020,"MI","FT","Cyber Security Architect",99000,"USD",99000,"US",0,"US","L"
"4071",4071,2021,"MI","FT","Penetration Tester",100000,"USD",100000,"US",100,"US","L"
"4072",4072,2021,"MI","FT","Information Security Manager",130000,"USD",130000,"US",0,"US","M"
"4073",4073,2021,"MI","FT","Security Analyst",97000,"USD",97000,"US",100,"US","L"
"4074",4074,2020,"MI","FT","Cyber Security Analyst",60000,"EUR",68428,"IE",50,"IE","L"
"4075",4075,2021,"MI","FT","Cyber Security Analyst",55000,"EUR",65013,"PT",100,"DE","S"
"4076",4076,2021,"MI","FT","IT Security Engineer",90000,"USD",90000,"US",50,"US","L"
"4077",4077,2021,"EN","FT","Information Security Engineer",85000,"USD",85000,"US",100,"US","L"
"4078",4078,2021,"MI","FT","IT Security Engineer",90000,"USD",90000,"US",50,"US","L"
"4079",4079,2020,"EN","FT","Vulnerability Researcher",85000,"USD",85000,"US",0,"US","L"
"4080",4080,2020,"MI","FT","Penetration Tester",432000,"DKK",66091,"DK",50,"DK","L"
"4081",4081,2021,"SE","FT","Cyber Security Specialist",95000,"CAD",75774,"CA",100,"CA","S"
"4082",4082,2020,"MI","FT","Incident Response Manager",123000,"USD",123000,"US",0,"US","L"
"4083",4083,2021,"SE","FT","Cyber Security Analyst",80000,"USD",80000,"IN",50,"RS","L"
"4084",4084,2021,"SE","FT","Cloud Security Engineer",170000,"USD",170000,"US",100,"US","L"
"4085",4085,2021,"EN","FT","Cyber Threat Intelligence Analyst",77000,"USD",77000,"US",100,"US","L"
"4086",4086,2021,"MI","FT","Penetration Tester",80000,"CAD",63810,"CA",100,"CA","L"
"4087",4087,2021,"EX","FT","Chief Information Security Officer",375000,"USD",375000,"US",100,"US","L"
"4088",4088,2021,"EN","FT","Cyber Security Analyst",50400,"EUR",59575,"DE",50,"DE","M"
"4089",4089,2020,"MI","FT","Security Engineer",135000,"USD",135000,"US",100,"US","M"
"4090",4090,2020,"SE","FT","Security Engineer",148000,"USD",148000,"US",50,"US","M"
"4091",4091,2020,"SE","FT","Staff Application Security Engineer",180000,"USD",180000,"US",100,"US","L"
"4092",4092,2021,"MI","FT","Cyber Security Analyst",90000,"USD",90000,"US",100,"US","L"
"4093",4093,2021,"EN","FT","Cyber Security Analyst",63700,"USD",63700,"US",100,"US","L"
"4094",4094,2021,"SE","FT","Incident Response Analyst",65000,"GBP",89405,"GB",100,"GB","L"
"4095",4095,2020,"EX","FT","Information Security Manager",117810,"USD",117810,"US",0,"US","S"
"4096",4096,2020,"MI","FT","Information Systems Security Engineer",200000,"USD",200000,"US",100,"US","L"
"4097",4097,2021,"SE","FT","Cyber Security Analyst",48000,"EUR",56738,"SI",50,"SI","M"
"4098",4098,2021,"MI","FT","SOC Analyst",80000,"CAD",63810,"CA",100,"CA","L"
"4099",4099,2020,"SE","FT","Cyber Security Analyst",134000,"USD",134000,"US",100,"US","L"
"4100",4100,2021,"MI","FT","Cyber Security Analyst",119000,"USD",119000,"US",100,"AU","L"
"4101",4101,2020,"MI","FT","Information Security Analyst",140000,"USD",140000,"US",0,"US","L"
"4102",4102,2020,"MI","FT","Cyber Security Engineer",175000,"USD",175000,"US",50,"US","L"
"4103",4103,2021,"SE","FT","Cyber Security Analyst",85000,"USD",85000,"US",50,"US","L"
"4104",4104,2020,"MI","FT","Offensive Security Engineer",180000,"USD",180000,"US",50,"US","M"
"4105",4105,2021,"SE","FT","Information Security Engineer",320000,"USD",320000,"US",100,"US","L"
"4106",4106,2021,"MI","FT","SOC Analyst",75000,"USD",75000,"US",100,"US","M"
"4107",4107,2021,"MI","FT","Penetration Testing Engineer",127000,"USD",127000,"US",100,"US","L"
"4108",4108,2021,"EN","FT","Cyber Security Specialist",45100,"USD",45100,"US",50,"US","L"
"4109",4109,2021,"SE","FT","Information Security Officer",124000,"USD",124000,"US",50,"US","L"
"4110",4110,2021,"MI","FT","Information Security Manager",90000,"USD",90000,"US",0,"US","M"
"4111",4111,2021,"EX","FT","IAM Engineer",240000,"USD",240000,"US",50,"US","L"
"4112",4112,2021,"EX","FT","IAM Engineer",240000,"USD",240000,"US",50,"US","L"
"4113",4113,2020,"MI","FT","Security Engineer",80000,"USD",80000,"US",100,"US","M"
"4114",4114,2020,"MI","FT","Security Engineer",120000,"AUD",82648,"AU",50,"AU","L"
"4115",4115,2020,"SE","FT","Security Engineering Manager",27000,"USD",27000,"AR",50,"AR","M"
"4116",4116,2020,"MI","FT","Cyber Security Analyst",87500,"USD",87500,"US",100,"US","L"
"4117",4117,2020,"MI","FT","Cyber Security Analyst",110000,"USD",110000,"US",0,"US","L"
"4118",4118,2021,"EN","FT","Penetration Tester",98000,"USD",98000,"US",50,"US","L"
"4119",4119,2020,"MI","FT","Cyber Security Architect",102000,"USD",102000,"US",50,"US","L"
"4120",4120,2020,"MI","FT","Cyber Threat Analyst",72000,"USD",72000,"US",100,"US","L"
"4121",4121,2021,"EX","FT","Chief Information Security Officer",300000,"CAD",239287,"CA",50,"CA","S"
"4122",4122,2021,"MI","FT","IT Security Engineer",124000,"USD",124000,"US",0,"US","M"
"4123",4123,2021,"EN","FT","Ethical Hacker",119000,"USD",119000,"US",100,"US","L"
"4124",4124,2020,"SE","FT","Principal Security Engineer",175000,"USD",175000,"US",100,"US","L"
"4125",4125,2021,"SE","FT","Information Security Manager",180000,"USD",180000,"US",100,"US","L"
"4126",4126,2020,"SE","FT","SOC Analyst",85000,"CAD",63400,"CA",100,"CA","S"
"4127",4127,2021,"EN","FT","SOC Analyst",65000,"NZD",45950,"NZ",0,"NZ","M"
"4128",4128,2021,"SE","FT","Information Security Manager",123000,"USD",123000,"US",100,"US","L"
"4129",4129,2020,"EN","FT","Cyber Security Analyst",80000,"USD",80000,"US",50,"US","L"
"4130",4130,2021,"MI","FT","Infrastructure Security Engineer",120000,"USD",120000,"US",50,"US","L"
"4131",4131,2021,"MI","FT","Cyber Security Analyst",150000,"USD",150000,"US",50,"US","M"
"4132",4132,2021,"SE","FT","Information Security Manager",40000,"EUR",47282,"ES",0,"ES","L"
"4133",4133,2021,"SE","FT","Information Security Manager",135000,"USD",135000,"US",0,"US","L"
"4134",4134,2021,"MI","FT","Cyber Security Engineer",130000,"USD",130000,"US",50,"US","L"
"4135",4135,2021,"MI","FT","Information Security Manager",100000,"USD",100000,"US",50,"US","M"
"4136",4136,2021,"EN","FT","Cyber Threat Analyst",20000,"EUR",23641,"GR",100,"US","L"
"4137",4137,2021,"EN","FT","SOC Analyst",36200,"GBP",49792,"GB",100,"GB","M"
"4138",4138,2021,"EN","FT","Cyber Security Analyst",70000,"USD",70000,"US",100,"US","L"
"4139",4139,2021,"SE","FT","Principal Cloud Security Engineer",130000,"USD",130000,"US",100,"US","L"
"4140",4140,2021,"EN","FT","Security Analyst",73000,"USD",73000,"US",0,"US","S"
"4141",4141,2021,"MI","FT","IT Security Engineer",10320000,"HUF",34018,"HU",50,"HU","M"
"4142",4142,2021,"EN","FT","Incident Response Analyst",70000,"NZD",49485,"NZ",0,"NZ","S"
"4143",4143,2021,"MI","FT","Cyber Security Analyst",92000,"USD",92000,"US",100,"US","L"
"4144",4144,2021,"MI","FT","Cyber Security Analyst",145000,"USD",145000,"US",50,"US","L"
"4145",4145,2020,"SE","FT","Cyber Security Engineer",135000,"USD",135000,"US",50,"US","L"
"4146",4146,2021,"EN","FT","Cyber Security Analyst",45500,"EUR",53783,"DE",0,"DE","L"
"4147",4147,2021,"SE","FT","Cyber Security Analyst",150000,"USD",150000,"US",0,"US","L"
"4148",4148,2021,"MI","FT","Chief Information Security Officer",44000,"GBP",60520,"GB",100,"GB","L"
"4149",4149,2020,"EN","FT","Cyber Security Engineer",75000,"USD",75000,"US",100,"US","L"
"4150",4150,2021,"SE","FT","Cyber Security Analyst",48000,"GBP",66022,"GB",100,"US","L"
"4151",4151,2021,"MI","FT","Cyber Security Specialist",50000,"GBP",68773,"GB",50,"GB","L"
"4152",4152,2020,"SE","FT","Information Security Manager",150000,"USD",150000,"US",50,"US","L"
"4153",4153,2021,"MI","FT","Cyber Security Analyst",90000,"USD",90000,"US",0,"US","M"
"4154",4154,2020,"MI","FT","Information Security Manager",70000,"EUR",79833,"IE",50,"IE","L"
"4155",4155,2021,"SE","FT","Information Security Architect",102500,"USD",102500,"US",0,"US","L"
"4156",4156,2021,"EX","FT","Chief Information Security Officer",130000,"USD",130000,"US",100,"US","L"
"4157",4157,2021,"MI","FT","Cyber Security Analyst",85000,"USD",85000,"US",100,"US","L"
"4158",4158,2021,"MI","FT","Penetration Tester",120000,"USD",120000,"US",100,"US","M"
"4159",4159,2021,"SE","FT","Cyber Security Architect",141000,"USD",141000,"US",50,"US","L"
"4160",4160,2020,"EN","FT","Cyber Security Analyst",66000,"USD",66000,"US",50,"US","L"
"4161",4161,2021,"EN","FT","Security Analyst",60008,"USD",60008,"US",50,"US","L"
"4162",4162,2020,"SE","FT","Cyber Security Engineer",272000,"USD",272000,"US",100,"US","L"
"4163",4163,2020,"EN","FT","Cyber Security Analyst",80000,"USD",80000,"US",100,"US","M"
"4164",4164,2020,"MI","FT","Information Security Analyst",40000,"GBP",51305,"GB",100,"DK","L"
"4165",4165,2021,"EN","FT","IT Security Analyst",31000,"USD",31000,"US",0,"US","L"
"4166",4166,2021,"SE","FT","Security Engineer",150000,"CAD",119643,"CA",100,"CA","M"
"4167",4167,2021,"EN","FT","Security Analyst",100300,"USD",100300,"US",100,"US","L"
"4168",4168,2021,"SE","FT","Product Security Engineer",150000,"USD",150000,"US",100,"US","L"
"4169",4169,2021,"MI","FT","Information Security Engineer",119000,"USD",119000,"US",100,"US","L"
"4170",4170,2020,"MI","FT","Security Engineer",192000,"USD",192000,"US",100,"US","L"
"4171",4171,2020,"SE","FT","Information Security Manager",102000,"USD",102000,"US",0,"US","L"
"4172",4172,2021,"SE","FT","Chief Information Security Officer",240000,"USD",240000,"US",100,"US","S"
"4173",4173,2021,"EN","FT","SOC Analyst",63000,"USD",63000,"US",0,"US","L"
"4174",4174,2021,"MI","FT","Cyber Security Engineer",98000,"USD",98000,"US",100,"US","L"
"4175",4175,2020,"SE","FT","Information Security Manager",55000,"GBP",70545,"GB",100,"GB","S"
"4176",4176,2021,"SE","FT","Information Security Manager",100000,"USD",100000,"US",100,"US","L"
"4177",4177,2021,"MI","FT","Information Security Engineer",80000,"USD",80000,"US",100,"US","M"
"4178",4178,2020,"MI","FT","Information Security Specialist",72000,"USD",72000,"US",100,"US","L"
"4179",4179,2021,"EN","FT","Cyber Security Engineer",75000,"USD",75000,"US",100,"US","L"
"4180",4180,2020,"MI","FT","Lead Information Security Engineer",80000,"USD",80000,"US",50,"US","L"
"4181",4181,2021,"MI","FT","Cyber Security Analyst",67000,"USD",67000,"US",0,"US","L"
"4182",4182,2020,"SE","FT","Lead Information Security Engineer",130000,"USD",130000,"US",100,"US","L"
"4183",4183,2021,"SE","FT","Information Security Specialist",85000,"CAD",67798,"CA",50,"CA","L"
"4184",4184,2021,"MI","FT","SOC Analyst",120000,"USD",120000,"US",100,"US","L"
"4185",4185,2021,"MI","FT","Cyber Security Engineer",76500,"USD",76500,"US",100,"US","L"
"4186",4186,2021,"SE","FT","Cyber Security Analyst",160000,"USD",160000,"US",0,"US","M"
"4187",4187,2021,"EX","FT","Head of Security",200000,"USD",200000,"US",100,"US","L"
"4188",4188,2021,"EX","FT","Information Security Officer",142000,"USD",142000,"US",50,"US","L"
"4189",4189,2020,"EX","FT","Lead Security Engineer",180000,"USD",180000,"US",100,"US","L"
"4190",4190,2020,"MI","FT","Cyber Security Analyst",120000,"USD",120000,"US",100,"US","L"
"4191",4191,2021,"MI","FT","Chief Information Security Officer",40000,"USD",40000,"NL",50,"NL","L"
"4192",4192,2021,"MI","FT","Information Security Architect",72000,"EUR",85108,"DE",100,"DE","L"
"4193",4193,2021,"SE","FT","Information Security Manager",150000,"USD",150000,"US",100,"US","M"
"4194",4194,2021,"MI","FT","Cyber Security Specialist",100000,"USD",100000,"US",0,"US","L"
"4195",4195,2021,"EN","FT","Information Security Officer",28800,"EUR",34043,"BE",50,"BE","L"
"4196",4196,2021,"SE","FT","Information Security Manager",140000,"CAD",111667,"CA",50,"CA","M"
"4197",4197,2021,"EX","FT","Head of Security",187000,"USD",187000,"US",100,"US","L"
"4198",4198,2021,"MI","FT","Cyber Security Analyst",648000,"ZAR",43824,"ZA",100,"ZA","L"
"4199",4199,2021,"EX","FT","Chief Information Security Officer",104000,"USD",104000,"US",100,"US","L"
"4200",4200,2021,"MI","FT","Information Security Analyst",100000,"CAD",79762,"CA",100,"CA","L"
"4201",4201,2020,"EN","FT","Network Security Engineer",65000,"USD",65000,"US",50,"US","L"
"4202",4202,2020,"MI","FT","Cyber Security Engineer",128000,"USD",128000,"US",0,"US","L"
"4203",4203,2021,"MI","FT","Information Security Engineer",120000,"USD",120000,"US",100,"US","L"
"4204",4204,2020,"MI","FT","Information Security Manager",105000,"USD",105000,"US",100,"US","L"
"4205",4205,2021,"MI","FT","Information Security Analyst",120000,"USD",120000,"US",100,"US","L"
"4206",4206,2021,"MI","FT","Incident Response Analyst",145000,"USD",145000,"US",100,"US","L"
"4207",4207,2021,"EN","FT","Information Security Officer",37000,"EUR",43736,"AT",0,"AT","M"
"4208",4208,2021,"EN","FT","Penetration Tester",78000,"USD",78000,"US",100,"US","L"
"4209",4209,2021,"SE","FT","Cyber Security Engineer",125000,"USD",125000,"US",100,"US","L"
"4210",4210,2021,"SE","FT","Incident Response Manager",130000,"USD",130000,"US",0,"US","L"
"4211",4211,2020,"SE","FT","Application Security Engineer",130000,"USD",130000,"US",100,"US","L"
"4212",4212,2020,"SE","FT","Information Security Manager",141000,"USD",141000,"US",100,"US","L"
"4213",4213,2021,"SE","FT","Product Security Engineer",120000,"USD",120000,"US",100,"US","L"
"4214",4214,2021,"MI","FT","Cyber Security Analyst",90000,"USD",90000,"US",100,"US","L"
